Museum	CatalogNumber	Subspecies	Piaggio	Sex	TotalLength	TailLength	HdftLength	EarLength	Weight	Basal	Condylo-basal	GrtstLength	NasalLength	NasalWidth	IncisiveForamen	ZygomaticWidth	MastoidWidth	InterorbitalBreadth	MaxillaryDiastema	PalatalLength	PalatalWidth	PostpalatalLength	InterpterygoidFossa 	AuditalTubeLength	AuditalTubeWidth	AlveolarLngSprChkth	Distb/wInfraorbitalFor	WidthAngularProcess	MandibleLength	MandibularDiastema	AlveolarLgthLwrChkth
USNM	186473	californica	californica	MA	NA	NA	NA	NA	NA	70.62	75.77	80.71	27.67	12.62	8.26	62.4	61.03	10.4	21.8	49.63	6.33	20.55	5.12	25.46	10.19	18.78	19.3	25.33	54.3	13.63	18.33
USNM	89549	rufa	olympica	MA	350	35	55	NA	NA	67.37	71.88	73.62	28.71	12.34	6.39	54.49	53.63	8.59	19.84	48.31	6.33	19.16	4.66	23.41	9.68	17.91	17.67	23.66	51.78	13.17	18.06
USNM	22646	pacifica	pacifica	MA	NA	NA	NA	NA	NA	60.92	65.45	67.26	22.52	11.61	5.77	50.86	48.9	10.84	17.83	42.25	5.21	18.43	5.65	22.21	12.64	17.09	16.97	22.47	47.14	11.39	17.37
USNM	68451	pacifica	pacifica	MA	337	21	55	NA	NA	61.11	65.15	65.86	23.48	10.6	6.08	52.14	48.48	10.75	18.01	43.33	4.69	17.74	4.71	21.01	13.67	16.4	15.03	20.82	45.95	11.14	16.74
USNM	76728	pacifica	pacifica	MA	234	25	50	NA	NA	66.27	70.28	72.2	24.32	9.62	6.88	51.69	60.64	11.3	19.79	47.1	3.45	19.07	4.41	22.92	9.98	19.32	15.59	21.91	48.19	11.76	17.52
USNM	76730	pacifica	pacifica	MA	286	19	50	NA	NA	59.61	63.28	66.01	23.05	9.33	6.77	48.28	46.84	11.44	17.61	41.78	3.62	17.82	4.45	21.18	9.49	17.07	15.73	21.41	45.81	11.32	16.08
USNM	76735	pacifica	pacifica	MA	310	22	50	NA	NA	64.27	67.5	69.61	24.65	9.62	6.77	50.04	50.75	10.46	19.32	46.19	3.77	17.62	3.72	21.44	9.13	17.74	14.14	21.75	46.96	12.2	17.27
USNM	77975	pacifica	pacifica	MA	NA	NA	NA	NA	NA	61.74	65.92	68.7	24.38	9.14	8.48	52.72	50.59	9.77	19.34	43.7	5.16	17.57	4.67	22.23	8.88	18.81	16.61	22.68	47.6	11.74	17.76
USNM	77976	pacifica	pacifica	MA	NA	NA	NA	NA	NA	64.68	68.87	72.85	26.61	8.84	6.93	54.41	50.65	8.68	19.43	45.36	3.26	19.35	4.1	22.6	12.99	18	15.38	22.39	48.94	11.48	17.65
USNM	88988	pacifica	pacifica	MA	310	17	51	NA	NA	64.06	68.22	71.31	25.3	10.45	7.88	53.62	52.38	8.92	19.94	45.71	3.33	18.42	4.43	23.69	10.66	16.72	17.21	22.35	48.7	11.75	16.04
USNM	89309	pacifica	pacifica	MA	303	20	53	NA	NA	60.65	64.29	68.18	25.35	9.53	6.52	51.75	48.87	11.38	18.7	42.91	3.71	17.37	3.48	22.12	9.31	17.57	15.84	21.45	46.39	11.67	16.74
USNM	204887	pacifica	pacifica	MA	348	21	58	NA	NA	65.8	70.29	75.17	26.8	10.97	7.26	53.98	50.48	11.19	19.34	44.99	5.7	20.44	5.32	22.12	10.5	16.91	15.99	21.32	48.77	12.09	16.76
USNM	205239	pacifica	pacifica	MA	351	25	56	NA	NA	61.69	65.39	67.65	24.9	10.35	5.1	54.43	51.64	9.93	17.73	43.23	5.57	18.35	4.83	21.67	9.82	16.4	15.45	23.92	NA	10.89	16.78
USNM	205242	pacifica	pacifica	MA	328	17	52	NA	NA	61.57	66.79	71.22	25.24	9.96	6.41	51.66	48.13	11.02	18.95	44.37	4.21	17.07	4.93	21.59	9.34	17.54	15.8	22.5	47.58	11.72	16.9
USNM	206368	pacifica	pacifica	MA	NA	NA	NA	NA	NA	60.33	63.76	67.35	21.99	11.38	7.13	49.78	46.93	11.05	18.15	42.46	5.09	17.75	5.04	21.59	10.24	15.69	14.96	19.78	44.25	10.94	15.26
USNM	242932	pacifica	pacifica	MA	314	35	50	NA	NA	64.7	68.25	72.09	26.35	9.23	7.33	52.31	49.23	9.49	19.31	45.25	4.94	19.22	4.36	21.86	9.49	16.56	16.2	22.8	49.41	12.03	15.93
USNM	192630	phaea	coastal	MA	NA	NA	NA	NA	NA	61.78	65.26	67.67	21.81	10.28	6.17	52.4	49.49	10.99	17.62	43.05	5.03	18.16	4.42	20.69	11.71	17.82	15.27	22.47	46.88	11.39	17.64
USNM	192631	phaea	coastal	MA	NA	NA	NA	NA	NA	61.38	64.2	67.51	23.38	10.81	6.06	51.02	48.93	11.81	17.19	42.36	5.3	18.91	4.67	20.53	9.09	16.75	15.02	22.33	46.57	10.94	16.8
USNM	192633	phaea	coastal	MA	NA	NA	NA	NA	NA	65.3	68.29	70.53	24.44	10.75	6.21	54.3	52.77	10.6	18.84	45.39	6.23	19.49	4.9	21.41	14	17.67	15.96	23.09	49.36	12.5	17.05
USNM	192635	phaea	coastal	MA	13i	1.25i	NA	NA	NA	63.64	67.7	67.63	20.69	10.41	6.18	54.14	50.6	12.48	19.52	45.21	5.48	17.79	4.21	21.09	9.28	17.69	14.78	23.01	48.05	11.62	17.76
USNM	42790	rainieri	olympica	MA	380	51	59	NA	NA	71.31	75.78	77.13	28.65	12.8	7.76	60.34	57.49	10.09	21.44	50.03	5.84	21.06	5.1	23.49	10.71	18.3	18.39	25.91	53.7	13.88	18.49
USNM	90137	rainieri	olympica	MA	384	32	65	NA	NA	71.98	76.81	78.18	28.94	13.49	7.94	61.1	57.54	12.79	22.59	49.94	5.97	20.74	5.41	26.39	10.74	18.52	17.71	28.37	55.72	14.97	18.61
USNM	223045	rainieri	olympica	MA	NA	NA	NA	NA	NA	65.51	70.24	NA	NA	11.25	7.1	53.14	50.99	11.42	19.71	65.45	6.23	19.56	5.23	NA	12.63	17.6	16.55	NA	50.89	13.01	17.1
USNM	230115	rainieri	olympica	MA	NA	NA	NA	NA	NA	71.27	76.45	78.69	28.89	13.73	8.3	60.74	57.47	10.89	21.8	51.19	6.65	19.2	4.95	24.3	10.46	19.58	18.8	24.24	54.66	14.7	18.65
USNM	90144	rainieri	olympica	MA	375	33	62	NA	NA	68.34	73.08	77.84	26.88	11	7.83	61.84	56.34	9.12	20.64	47.7	6.26	20.7	5.32	24.18	10.13	18.38	16.95	26.16	53.83	13.86	18.06
USNM	230658	rainieri	olympica	MA	375	30	58	NA	NA	66.97	70.91	74.96	28.12	12.25	5.81	58.76	54.37	8.56	20.03	46.74	NA	20.13	5.14	NA	10.14	17.29	17.27	25.31	50.9	12.73	16.75
USNM	233613	rainieri	olympica	MA	375	45	65	NA	NA	67.69	72.45	73.79	27.73	11.07	6.81	61.4	57.2	9.33	20.55	47.55	6.89	19.91	5.74	NA	9.67	17.09	17.3	25.73	53.07	12.14	17.94
USNM	234812	rainieri	olympica	MA	NA	NA	NA	NA	NA	68.46	72.64	73.97	27.12	11.56	7.68	56.94	53.31	9.7	20.58	46.73	5.42	21.4	5.41	23.07	9.81	17.84	17.26	22.11	51.64	12.18	17.79
USNM	234955	rainieri	olympica	MA	360	40	62	NA	NA	69.77	73.31	76.09	27.48	11.38	8.27	61.11	56.59	10.65	21.67	49.15	6.05	20.09	5.47	23.24	9.64	19.45	17.29	24.61	51.42	12.78	18.38
USNM	234957	rainieri	olympica	MA	370	35	60	NA	NA	69.23	73.37	77.53	27.82	13.15	8.1	60.82	55.76	10.95	20.73	48.35	5.81	20.35	5.64	23.95	9.71	18.19	17.66	25.58	52.78	12.92	18.22
USNM	234958	rainieri	olympica	MA	365	32	62	NA	NA	68.28	73.07	75.45	28.05	12.16	8.58	NA	53.59	9.64	20.77	47.37	5.76	20.79	6.1	NA	9.52	18.21	17.14	22.57	52.25	13.21	17.55
USNM	234959	rainieri	olympica	MA	380	36	65	NA	NA	69.96	74.6	75.85	27.28	12.47	8	60.17	55.74	10.34	21.41	48.34	6.37	21.66	5.17	24.39	10.14	18.7	18.05	24.44	51.93	13.04	18.26
USNM	242298	rainieri	olympica	MA	410	40	66	NA	NA	70.51	75.56	78.96	29.4	12.76	7.86	61.41	55.7	10.77	20.56	50.02	7.07	20.3	5.46	NA	9.84	18.55	18.12	24.06	54.42	13.27	18.15
USNM	242299	rainieri	olympica	MA	370	35	64	NA	NA	69.25	74.49	76.23	28.67	12.49	6.9	57.18	52.79	12.18	20.16	47.53	6.37	21.58	4.75	23.28	10.27	18.66	18.25	24.15	52.06	12.95	17.79
USNM	90742	rufa	rufa	MA	348	42	55	NA	NA	64.58	68.43	71.9	25.61	11.21	NA	55.63	55.01	7.87	NA	45.09	5.76	19.51	4.59	23.5	10.81	16.7	16.45	25.91	49.28	11.55	16.38
USNM	90744	rufa	rufa	MA	350	51	59	NA	NA	65.94	71.84	73.2	25.89	12.09	6.68	55.93	54.32	8.75	20.41	46.06	5.44	19.71	4.41	22.91	9.75	17.76	16.26	22.98	50.23	12.95	17.02
USNM	95716	rufa	rufa	MA	347	29	56	NA	NA	63.19	65.69	66.22	21.74	10.19	6.16	52.82	48.6	9.96	18.39	41.31	4.53	21.51	5.08	21.16	10.4	16.15	14.65	22.03	45.42	10.63	15.99
USNM	166982	rufa	rufa	MA	365	27	57	NA	NA	64.39	68.49	69.91	23.53	11.23	6.85	54.81	53.51	9.98	19.98	45.79	4.58	18.49	4.77	23.39	12.22	16.26	15.93	23.22	48.36	12.04	16.6
USNM	166985	rufa	rufa	MA	350	20	57	NA	NA	65.81	70.17	72.52	26.13	11.44	NA	53.8	51.02	9.14	19.43	46.65	5.27	19.15	4.75	22.4	10.19	16.83	16.64	23.22	48.81	11.5	17.54
USNM	166986	rufa	rufa	MA	360	21	55	NA	NA	63.21	67.36	71.11	24.29	10.58	7.29	55.72	54.81	9.24	18.17	44.11	4.87	18.91	4.97	22.27	10.78	17.04	16.18	23.26	47.24	12.39	17.57
USNM	166989	rufa	rufa	MA	360	26	58	NA	NA	63.67	67.78	70.44	23.93	10.81	5.67	54.61	52.22	11.43	18.15	44.08	4.99	19.15	4.75	22.35	10.29	17.09	15.35	22.77	48.12	11.3	17.35
USNM	166990	rufa	rufa	MA	370	30	57	NA	NA	65.09	68.92	70.52	25.57	11.23	6.42	56.06	53.88	10.14	18.36	45.13	4.48	20.01	4.66	22.84	10.51	17.09	17.2	22.71	48.62	11.31	17.04
USNM	88008	rufa	olympica	MA	350	25	58	NA	NA	66.27	70.09	71.43	26.21	11.5	7.43	55.19	54.3	9.75	19.69	66.68	5.59	20.47	5.32	22.6	10.21	17.93	17.51	22.83	49.46	11.36	17.88
USNM	88009	rufa	olympica	MA	356	25	58	NA	NA	66.06	69.92	71.91	26.66	11.18	7.43	55.92	53.19	9.59	19.4	45.37	5.38	19.59	4.92	22.2	10.39	17.09	16.73	22.44	49.77	11.97	16.89
USNM	94348	rufa	olympica	MA	370	47	60	NA	NA	67.55	71.59	75.74	26.72	12.19	7.67	56.31	53.45	12.23	19.68	46.34	5.5	21.16	5.51	22.28	10.17	17.64	17.57	21.57	49.97	12.53	17.3
USNM	56310	rufa	rufa	MA	345	39	55	NA	NA	62.25	66.9	71.31	23.19	11.35	7.1	55.37	53.55	9.1	16.69	43.44	5.5	18.61	4.81	23.6	9.85	16.93	17.11	22.99	47.06	11.2	16.64
USNM	56729	rufa	rufa	MA	328	29	56	NA	NA	62.72	66.89	70.17	24	10.61	7.26	50.09	52.09	11.16	17.33	43	5.08	19.53	4.67	21.38	10.18	16.93	16.54	20.18	46.64	10.22	16.79
USNM	56736	rufa	rufa	MA	340	31	61	NA	NA	62.79	67.5	70.19	23.83	11.39	6.48	53.63	52.44	9.54	18.79	43.38	4.69	19.24	4.83	20.72	10.01	16.88	16.22	21.93	47.41	10.45	17.14
USNM	56737	rufa	rufa	MA	294	31	62	NA	NA	67.5	72.08	75.53	26.69	12.21	6.1	56.06	55.32	9.37	19.38	46.01	4.72	21.73	4.82	24.04	10.82	17.47	16.96	24.31	50.2	11.51	17.58
USNM	56738	rufa	rufa	MA	350	31	55	NA	NA	66.04	70.87	73.6	25.89	12.16	7.72	54.95	53.83	9.22	20.35	46.08	5.79	19.71	4.53	22.86	10.33	18.28	17.81	25.35	48.84	11.43	17.33
USNM	76249	rufa	rufa	MA	351	38	60	NA	NA	66.52	71	71.12	22.38	10.72	7.26	55.5	56.34	10.8	19.24	45.94	5.43	20.44	5.55	24.59	10.84	17.2	16.8	23.79	50.33	12.17	17.01
USNM	80676	rufa	rufa	MA	385	31	61	NA	NA	68.92	74.2	77.87	27.95	12.18	7.25	61	60.18	9.1	21.39	48.22	6.37	20.36	5.93	25.02	10.74	17.84	16.89	26.84	52.91	12.79	17.35
USNM	82044	rufa	rufa	MA	349	21	50	NA	NA	63.9	68.01	71.99	22.87	12.11	6.7	59.09	56.58	10.24	20.1	44.32	5.79	19.13	5.28	24.95	10.52	17.11	16.76	23.58	49.75	12.55	17.67
USNM	87046	rufa	rufa	MA	336	17	51	NA	NA	65.57	70.31	73.05	24.46	12.64	7.43	58.61	58.83	11.3	20.9	46.39	6.54	18.64	NA	24.66	10.37	17.98	17.33	23.33	49.95	12.03	17.13
USNM	203615	rufa	rufa	MA	340	22	60	NA	NA	66.64	71.12	74.17	23.56	12.15	7.18	56.59	54.12	11.04	19.6	46.16	5.2	20.23	4.94	23.1	10.61	17.83	16.7	23.36	49.34	11.94	17.84
USNM	204886	rufa	rufa	MA	352	25	63	NA	NA	66.34	70.38	73.24	24.22	12.26	6.31	56.7	57.22	9.32	19.54	46.12	5.28	20	4.39	24.19	10.28	18.74	17.19	24.44	50.79	11.63	18.18
USNM	205408	rufa	rufa	MA	336	20	56	NA	NA	63.89	68.07	71.97	23.42	12.18	6.71	54.97	52.8	9.66	19.34	43.97	5.32	19.64	5.24	22.4	10.45	16.67	16.22	22.32	48.25	12.72	16.41
USNM	42789	rufa	olympica	MA	350	39	59	NA	NA	66.04	70.2	72.28	27.16	11.27	6.91	55.24	52.72	12.09	19.63	45.81	4.72	19.8	5	22.27	9.93	17.15	16.74	22.67	49.45	12.09	17.55
USNM	77124	rufa	olympica	MA	NA	NA	NA	NA	NA	66.55	70.19	71.57	25.97	11.99	7.46	55.67	54.99	10.45	NA	45.79	6.02	20.47	5.46	NA	10.05	17.59	17.27	23.83	49.56	11.46	17.66
USNM	67614	rufa	olympica	MA	359	NA	NA	NA	NA	63.24	68.57	69.97	23.51	11.63	6.95	53.51	53.3	9.8	18.74	44.26	4.53	19.32	5.14	22.17	9.98	16.87	16.6	22.85	49.05	12.01	16.93
USNM	89085	rufa	olympica	MA	350	38	58	NA	NA	66.42	70.44	73.7	26.55	11.81	7.62	54.77	54.27	10.4	20.2	45.36	4.7	20.77	4.68	22.75	9.69	18.7	18.02	22.99	51.33	12.21	18.47
USNM	89543	rufa	olympica	MA	358	36	59	NA	NA	69.21	73.5	75.08	28.88	12.89	6.97	56.94	55.04	8.93	21.35	49.47	6.82	19.38	4.99	23.1	9.7	18.47	16.79	25.26	52.41	13.05	18.17
USNM	89544	rufa	olympica	MA	361	32	58	NA	NA	68.24	72.75	74.96	27.96	13.13	6.52	NA	53.65	8.69	20.01	48.66	5.41	19.33	5.56	23.51	10.57	18.68	17.34	24.25	52.07	12.49	18.19
USNM	90741	rufa	olympica	MA	358	25	56	NA	NA	62.97	67.8	70.17	22.95	11.73	7.4	54.42	53.28	10.75	18.6	44.4	5.12	18.34	5.8	22.69	9.45	17.45	16.59	23.41	47.03	11.13	17.12
USNM	171181	rufa	olympica	MA	345	24	54	NA	NA	66.05	71.04	74.19	28.48	11.58	7.48	56.18	54.23	10.84	20.45	46.74	6.13	19.04	4.95	23.51	9.41	18.17	16.62	23.87	50.51	13.36	17.55
USNM	223894	rufa	olympica	MA	330	32	62	NA	NA	64.22	68.56	71.69	26.11	11.56	6.83	56.13	53.42	11.46	19.69	45.1	5.8	18.82	4.59	23.43	10.09	17.28	16.71	24.68	50.21	12.56	16.91
USNM	228732	rufa	olympica	MA	337	NA	58	NA	NA	66.03	70.08	74.52	28.39	12.2	7.5	55.11	51.7	9.82	19.47	46.93	5.6	19.08	4.86	22.55	9.96	18.22	16.82	21.91	49.61	12	17.51
USNM	230116	rufa	olympica	MA	317	NA	54	NA	NA	66.68	70.59	73.53	24.54	11.12	7.09	55.68	49.67	8.93	18.84	46.17	6.8	20.34	5.64	22.58	10.24	17.52	17.28	24.64	51.37	12.05	18.25
USNM	230657	rufa	olympica	MA	360	NA	NA	NA	NA	64.36	68.23	70.34	26.06	12.94	5.78	55.11	54.01	11.47	18.71	45.47	5.23	18.92	4.36	23.85	10.1	17.85	17.17	23.69	50.27	11.33	18.18
USNM	230661	rufa	olympica	MA	NA	NA	NA	NA	NA	64.79	68.93	70.77	26.24	12.58	6.22	53.33	51.23	10.57	18.68	45.53	5.02	19.16	5.31	NA	10.23	18.05	16.21	22.24	47.83	11.77	17.08
USNM	234991	rufa	olympica	MA	NA	NA	NA	NA	NA	70.57	74.68	76.6	28.53	12.98	7.98	62.3	58.63	11.01	20.76	48.53	6.26	21.65	5.77	23.85	10.75	18.4	17.85	24.67	53.17	13	17.41
USNM	235020	rufa	olympica	MA	320	NA	60	NA	NA	66.81	70.87	72.35	26.74	10.77	7.58	NA	54.28	11.23	18.93	46.38	4.8	20.05	5.06	22.08	9.7	17.8	16.77	23.18	49.45	12.04	17.53
USNM	241953	rufa	olympica	MA	355	NA	58	NA	NA	66.1	71.06	72.4	24.06	12.22	6.83	54.71	51.17	9.38	19.13	46.39	4.8	19.66	4.78	22.38	10.38	17.68	16.94	22.17	50.67	12.39	17.63
USNM	241955	rufa	olympica	MA	344	NA	55	NA	NA	65.08	68.89	72.59	25.74	12.83	6.82	55.43	54.02	11.43	20.01	45.1	5.07	19.84	4.72	22.99	9.58	17.08	17.56	23.44	49.47	11.9	17.17
USNM	242259	rufa	olympica	MA	360	40	55	NA	NA	65.99	70.75	73.3	25.95	11.91	7.16	54.33	53.2	10.93	19.25	46.48	4.83	19.56	5.52	NA	10.03	16.77	15.98	21.43	48.21	12.29	16.94
USNM	242260	rufa	olympica	MA	350	32	58	NA	NA	64.37	68.75	72.35	25.24	11.46	7.71	53.93	52.13	10.31	19.29	44.63	5.95	19.6	5.52	22.61	9.82	16.46	16.87	23.38	48.02	11.68	17.08
USNM	261263	rufa	olympica	MA	NA	NA	NA	NA	NA	63.78	68.01	71.29	27.17	11.67	6.63	56.48	53.31	10.63	19.25	44.6	5.4	18.63	4.24	23.11	9.98	18.77	17.34	23.95	48.72	12.19	17.89
USNM	261264	rufa	olympica	MA	NA	NA	NA	NA	NA	62.62	67.51	70.69	25.76	11.59	6.18	54.02	50.06	11	19.47	44.73	5.25	17.97	4.5	21.8	9.52	19.44	16.55	22.26	48.53	11.67	18.52
USNM	275802	rufa	olympica	MA	350	37	55	NA	1382g	65.24	70.35	72.25	25.66	11.08	7.24	55.29	54.49	9.62	19.44	46.37	5.05	18.48	4.94	23.66	10.46	17.18	16.63	23.78	50.48	11.47	17.43
USNM	275803	rufa	olympica	MA	340	43	59	23	962.4g	66.29	70.2	73.66	26.14	11.36	7.7	58.19	52.65	12.14	19.4	46.09	6.1	20.38	4.9	23.75	9.53	17.97	16.48	21.76	48.85	11.08	17.5
USNM	275804	rufa	olympica	MA	366	43	60	23	1124g	66.73	71.23	74.41	25.01	12.17	6.99	57.55	54.32	10.92	20.68	47.62	6.22	19.58	4.6	23.64	9.68	18.17	17.42	23.93	50.56	12.37	17.94
USNM	275808	rufa	olympica	MA	348	37	55	26	1080g	65.72	70.62	74.99	27.47	11.53	6.83	54.1	51.91	10.61	20.42	46.82	7.06	18.8	NA	22.44	9.16	18.53	21.66	21.63	51.13	12.98	18.32
USNM	288639	rufa	olympica	MA	342	30	57	NA	NA	64.74	69.98	71.38	25.77	12.9	6.7	53.38	51.58	9.21	20.13	45.75	5.82	19.09	5.09	22.5	9.76	17.43	16.13	20.66	47.49	12.33	16.64
USNM	288640	rufa	olympica	MA	356	24	61	NA	NA	65.3	70.14	71.44	26.47	11.1	7.45	53.4	51.07	10.43	19.36	46.07	5.8	19.12	4.34	22.16	9.3	17.98	16.46	23.38	50.59	12.48	17.55
USNM	289483	rufa	olympica	MA	340	27	59	21	NA	66.63	71.65	73.78	27.97	12.85	6.38	57.26	54.57	9.27	20.41	47.69	6.51	18.85	5.03	24.5	11	16.82	17.65	22.83	49.48	13.56	17.29
USNM	289486	rufa	olympica	MA	310	25	54.5	19.5	NA	65.97	68.84	73.92	25.4	11.95	7.13	54.05	52.68	10.04	19.27	46.34	5.15	19.33	4.94	22.62	9.55	17.11	17.12	23.02	48.55	12.57	17.44
USNM	289490	rufa	olympica	MA	306	25	55	21.5	NA	64.91	69.79	72.87	23.05	13.83	6.03	52.73	50.25	10.94	18.72	45.57	5.53	19.71	5.06	21.71	10.32	17.64	17.86	NA	48.54	10.92	17.03
UWBM	20168	rainieri	olympica	MA	335	30	56	21	NA	69.33	65.11	72.8	26.68	12.03	6.26	55.43	51.08	10.55	21.06	45.11	5.9	20.53	4.43	22.83	10.89	19.02	17.13	21.95	46.76	12.59	17.87
UWBM	30788	rainieri	olympica	MA	NA	NA	NA	NA	NA	69.07	64.26	72.36	26.01	11.89	7.62	56.6	53.49	8.81	20.11	45.77	5.38	18.59	5.32	23.72	9.52	19.45	16.81	22.61	48.78	11.74	17.95
UWBM	31867	rainieri	olympica	MA	NA	NA	NA	NA	NA	69.67	64.4	72.16	23.71	12.24	8.6	57.26	53.7	10.07	20.58	46.1	4.72	18.5	5.38	23.52	10.03	18.24	15.68	22.62	46.36	11.14	17.03
UWBM	35998	rainieri	olympica	MA	NA	NA	NA	NA	NA	71.29	66.82	75.19	26.69	11.95	7.49	54.47	51.4	9.26	22.15	47.43	5.53	19.48	4.21	23.69	10.03	19.58	15.12	21.41	47.46	12.14	18.05
UWBM	7011	rufa	olympica	MA	NA	NA	NA	NA	NA	67.79	64.41	71.14	25.89	11	6.52	55.29	50.59	10.25	20.85	45.51	5.34	18.98	5.01	22.16	10.5	19.57	15.91	22.04	45.11	12.93	18.39
UWBM	7012	rufa	olympica	MA	345	30	58	NA	NA	71.35	67.62	73.93	24.38	11.36	6.98	55.71	51.36	11.59	21.57	46.94	4.93	20.41	4.86	20.53	10.41	19.95	18.04	22.85	46.76	13.19	18.74
UWBM	9542	rufa	olympica	MA	NA	NA	NA	NA	NA	67.25	62.71	69.81	25.18	10.8	6.64	52.47	46.7	10.52	20.47	43.97	5.21	18.8	4.71	21.01	9.55	18.59	15.45	18.16	44.22	11.39	17.62
UWBM	26266	rufa	olympica	MA	NA	NA	NA	NA	NA	71.9	67.54	75.24	27.88	12.31	7.52	57.92	53.73	9.99	21.87	47.08	5.85	20.61	4.69	23.13	10.74	18.8	15.79	21.66	47.86	12.99	18.18
UWBM	26541	rufa	olympica	MA	NA	NA	NA	NA	NA	69.18	65.24	71.79	23.62	12.11	7.5	54.96	52.22	8.98	20.45	45.03	5.51	20.47	5.38	23.23	9.87	19.8	16.15	22.58	45.95	11.82	17.53
UWBM	31870	rufa	olympica	MA	NA	NA	NA	NA	NA	68.42	64.51	71.41	24.21	10.93	7.22	54.73	48.95	11.38	20.26	46	5.26	18.6	4.46	21.91	9.87	19.93	16.26	22.15	46.58	11.43	19.19
UWBM	34058	rufa	olympica	MA	NA	NA	NA	NA	NA	71.56	66.05	75.65	25.82	12.35	6.68	55.01	53.78	10.31	21.45	46.74	5.66	19.67	4.75	23.76	10.03	18.31	16.6	21.59	47.57	12.37	17.91
UWBM	34060	rufa	olympica	MA	NA	NA	NA	NA	NA	70.37	65.37	74.08	29.73	13.03	7	57.41	53.91	8.83	21.34	46.75	5.98	18.77	4.03	23.73	9.85	19.1	16.74	24.19	48.87	12.9	18.44
UWBM	34061	rufa	olympica	MA	NA	NA	NA	NA	NA	72.04	67.37	75.69	24.95	13.47	5.91	57.31	55.51	9.57	21.89	47.01	6.06	20.12	4.72	25.15	10.36	19.84	17.1	22.66	49.36	13.15	18.15
UWBM	34065	rufa	olympica	MA	NA	NA	NA	NA	NA	74.78	70.19	77.56	27.24	12.95	6.81	55.44	53.3	10.65	22.56	50.69	5.56	19.57	4.53	23.5	9.88	20.04	16.96	22.26	50.94	13.53	19.04
UWBM	34066	rufa	olympica	MA	NA	NA	NA	NA	NA	72.16	67.66	75.7	26.68	12.78	7.18	57.8	53.83	10.04	21.76	48.21	5.95	19.32	5.15	23.74	9.93	19.32	15.82	22.88	49.46	12.81	18.77
UWBM	34068	rufa	olympica	MA	NA	NA	NA	NA	NA	68.38	64.22	71.32	22.77	12.02	6.85	56.63	53.82	8.99	20.03	45.98	4.54	18.52	4.68	23.9	10.06	18.95	15.3	22.67	45.96	11.52	17.49
UWBM	34074	rufa	olympica	MA	NA	NA	NA	NA	NA	70.66	66.58	73.5	25.42	11.6	7.18	55.26	53.31	9.03	20.95	47.3	5.27	19.51	4.73	22.98	9.91	18.51	17.29	22.11	46.96	12.74	17.29
UWBM	34083	rufa	olympica	MA	NA	NA	NA	NA	NA	68.77	64.02	72.68	25.7	13.23	5.68	54.09	54.11	9.54	20.74	45.51	5.46	18.51	4.15	23.84	9.5	19.34	17.13	21.79	47.14	11.98	17.32
UWBM	39384	rufa	olympica	MA	NA	NA	NA	NA	NA	68.77	64.32	72.32	25.42	11.42	7.06	54.37	52.96	10.76	20.34	45.18	5.81	19.57	4.59	22.29	9.53	19.33	17.27	22.37	47.27	12.27	17.83
UWBM	78719	rufa	olympica	MA	NA	NA	NA	NA	NA	70.9	65.98	74.78	26.26	12.66	7.34	56.18	51.98	9.07	20.9	47.36	5.87	18.88	5.2	23.51	10.36	18.23	16.94	22.51	47.89	13.26	18.13
AMNH	42388	californica	californica	NA	NA	NA	NA	NA	NA	69.13	73.49	78.1	27.51	13.19	7.28	59.47	56.59	11.91	21.18	43.36	6.11	19.22	4.81	24.66	10.01	18.52	18.16	26.53	53.99	13.23	19.01
AMNH	42389	californica	californica	NA	NA	NA	NA	NA	NA	68.64	72.78	76.25	28.22	11.66	8.77	57.4	55.07	11.36	20.88	43.84	5.28	19.32	5.19	24.58	9.46	17.95	16.71	24.72	53.76	13.38	18.4
AMNH	142747	NA	NA	NA	NA	NA	NA	NA	NA	65.61	69.42	72.4	24.23	11.6	6.12	53.62	50.36	11.56	18.99	39.39	5.05	19.8	5.16	23.16	10.56	17.71	17.14	22.57	50.22	10.98	17.99
AMNH	15611	rufa	olympica	NA	NA	NA	NA	NA	NA	64.68	69.9	72.44	27.58	11.72	6.43	56.09	50.3	10.4	20.22	40.49	6.2	18.82	4.95	22.19	9.37	17.77	16.53	23.75	52.93	12.74	17.97
AMNH	60602	rufa	olympica	NA	NA	NA	NA	NA	NA	63.5	67.6	70.95	24.67	11.09	6.82	54.52	55.06	11.16	19.39	39.92	5.6	17.89	4.6	22.94	10.58	16.48	14.93	23.54	47.55	11.52	16.85
CAS	4309	rufa	olympica	NA	NA	NA	NA	NA	NA	68.96	64.72	72.19	26.53	11.76	7.29	55.73	53.2	10.82	20.35	45.96	5.83	18.76	4.88	22.86	10.24	19.87	17.18	22.86	48.4	11.89	18.41
CAS	4312	rufa	olympica	NA	NA	NA	NA	NA	NA	69.28	65.05	72.59	27.2	11.65	7.41	54.59	52.79	9.83	20.53	45.79	5.6	19.37	5.31	23.01	10.57	19.22	17.23	21.37	47.88	11.85	18.58
FMNH	121223	pacifica	pacifica	NA	NA	NA	NA	NA	NA	59.96	64.35	68.46	25.46	9.7	6.05	49.46	45.62	9.75	18.07	42.41	3.72	17.5	3.9	21.31	8.91	17.01	15.1	23.01	45.73	10.65	16.18
